,Unnamed: 0,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0.1,Unnamed: 0.1.1,Verifier,instance,score,solved,solved_bool
184,11712,,CIFAR,0.012,82.0,cifar_deep_kw.onnx,sat,4.11639142036438,2223.0,82.0,bab,82.0 cifar_deep_kw.onnx 0.012,1,1,True
185,6164,,,0.012,47.0,ffnnRELU__PGDK_w_0.0078_6_500.onnx,unsat,10.075,3247.0,,eran,47.0 ffnnRELU__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
186,6165,,CIFAR,0.012,47.0,ffnnRELU__PGDK_w_0.0313_6_500.onnx,sat,2.9995338916778564,1281.0,47.0,bab,47.0 ffnnRELU__PGDK_w_0.0313_6_500.onnx 0.012,1,1,True
187,6166,,,0.012,47.0,ffnnRELU__PGDK_w_0.0313_6_500.onnx,unsat,9.864,2047.0,,eran,47.0 ffnnRELU__PGDK_w_0.0313_6_500.onnx 0.012,1,1,True
188,11707,,CIFAR,0.012,82.0,cifar_base_kw_simp.onnx,sat,1.1718111038208008,2453.0,82.0,bab,82.0 cifar_base_kw_simp.onnx 0.012,1,1,True
189,6169,,CIFAR,0.012,47.0,ffnnRELU__Point_6_500.onnx,sat,3.1686248779296875,1294.0,47.0,bab,47.0 ffnnRELU__Point_6_500.onnx 0.012,1,1,True
190,6170,,,0.012,47.0,ffnnRELU__Point_6_500.onnx,unsat,10.429,1847.0,,eran,47.0 ffnnRELU__Point_6_500.onnx 0.012,1,1,True
191,6197,,CIFAR,0.012,48.0,cifar10_2_255.onnx,sat,47.34838271141052,1295.0,48.0,bab,48.0 cifar10_2_255.onnx 0.012,1,1,True
192,6084,,,0.012,47.0,cifar_base_kw.onnx,unsat,0.767,3447.0,,eran,47.0 cifar_base_kw.onnx 0.012,1,1,True
193,11701,,CIFAR,0.012,82.0,cifar_base_kw.onnx,sat,1.227876901626587,2452.0,82.0,bab,82.0 cifar_base_kw.onnx 0.012,1,1,True
194,6199,,CIFAR,0.012,48.0,cifar10_2_255_simplified.onnx,sat,49.36520457267761,1299.0,48.0,bab,48.0 cifar10_2_255_simplified.onnx 0.012,1,1,True
195,11700,,,0.012,82.0,cifar_base_kw.onnx,unsat,0.818,3482.0,,eran,82.0 cifar_base_kw.onnx 0.012,1,1,True
196,6202,,CIFAR,0.012,48.0,cifar10_8_255.onnx,sat,11.101433277130129,1302.0,48.0,bab,48.0 cifar10_8_255.onnx 0.012,1,1,True
197,6203,,,0.012,48.0,cifar10_8_255.onnx,unsat,8.917,2448.0,,eran,48.0 cifar10_8_255.onnx 0.012,1,1,True
198,6204,,CIFAR,0.012,48.0,cifar10_8_255_simplified.onnx,sat,10.697200059890749,1327.0,48.0,bab,48.0 cifar10_8_255_simplified.onnx 0.012,1,1,True
199,11677,,CIFAR,0.012,82.0,cifar10_8_255_simplified.onnx,sat,10.930439233779907,2408.0,82.0,bab,82.0 cifar10_8_255_simplified.onnx 0.012,1,1,True
200,6206,,,0.012,48.0,cifar10_8_255_simplified.onnx,unsat,8.861,248.0,,eran,48.0 cifar10_8_255_simplified.onnx 0.012,1,1,True
201,11676,,,0.012,82.0,cifar10_8_255_simplified.onnx,unsat,15.862,282.0,,eran,82.0 cifar10_8_255_simplified.onnx 0.012,1,1,True
202,6229,,CIFAR,0.012,48.0,cifar_base_kw.onnx,sat,1.240328073501587,1339.0,48.0,bab,48.0 cifar_base_kw.onnx 0.012,1,1,True
203,6230,,,0.012,48.0,cifar_base_kw.onnx,sat,5.875,3448.0,,eran,48.0 cifar_base_kw.onnx 0.012,1,1,True
204,11675,,,0.012,82.0,cifar10_8_255.onnx,unsat,15.655,2482.0,,eran,82.0 cifar10_8_255.onnx 0.012,1,1,True
205,6153,,,0.012,47.0,convSmallRELU__PGDK.onnx,unsat,0.953,1547.0,,eran,47.0 convSmallRELU__PGDK.onnx 0.012,1,1,True
206,6152,,CIFAR,0.012,47.0,convSmallRELU__DiffAI.onnx,sat,2.4711897373199463,1261.0,47.0,bab,47.0 convSmallRELU__DiffAI.onnx 0.012,1,1,True
207,6151,,,0.012,47.0,convSmallRELU__DiffAI.onnx,unsat,0.626,3047.0,,eran,47.0 convSmallRELU__DiffAI.onnx 0.012,1,1,True
208,6131,,CIFAR,0.012,47.0,convMedGRELU__Point.onnx,sat,4.327483415603639,1309.0,47.0,bab,47.0 convMedGRELU__Point.onnx 0.012,1,1,True
209,6085,,CIFAR,0.012,47.0,cifar_base_kw.onnx,sat,1.2490499019622805,1310.0,47.0,bab,47.0 cifar_base_kw.onnx 0.012,1,1,True
210,11738,,,0.012,82.0,convBigRELU__PGD.onnx,unsat,74.85,882.0,,eran,82.0 convBigRELU__PGD.onnx 0.012,1,1,True
211,6090,,CIFAR,0.012,47.0,cifar_base_kw_simp.onnx,sat,1.1612730026245115,1311.0,47.0,bab,47.0 cifar_base_kw_simp.onnx 0.012,1,1,True
212,6091,,,0.012,47.0,cifar_base_kw_simp.onnx,unsat,0.776,2947.0,,eran,47.0 cifar_base_kw_simp.onnx 0.012,1,1,True
213,11737,,CIFAR,0.012,82.0,convBigRELU__PGD.onnx,unsat,99.3763153553009,2409.0,82.0,bab,82.0 convBigRELU__PGD.onnx 0.012,1,1,True
